name,symbol,price,market_cap,volume_24h,percent_change_24h
FLOKI,FLOKI,0.00010040399465646703,965282337.4086155,156170472.07839283,2.84949746
Tezos,XTZ,0.9166871800166195,944271654.9817473,30102151.77363215,2.04341548
Jito,JTO,3.1969705899370884,939571197.074324,113719329.11571713,6.88248825
Virtuals Protocol,VIRTUAL,1.428355986266348,925633689.9346468,183096790.38374698,10.86523678
Gala,GALA,0.02448784919231109,904815216.6992427,94736191.0083569,5.12160416
IOTA,IOTA,0.24723960348279547,897825255.7368505,39976372.37710231,3.14171796
Nexo,NEXO,1.377770799476423,890240869.969178,11771741.39401418,3.72433908
BitTorrent [New],BTT,8.837356495703328e-07,871417384.5987957,19726213.17536146,1.20603339
Flow,FLOW,0.5344417748623363,835713526.2352217,30656585.78912356,1.84406213
Maker,MKR,998.0495016648223,834120089.8090664,114716562.3078855,0.96084972
Neo,NEO,11.518015343077261,812467337.740734,29423219.62661374,1.04418267
Pyth Network,PYTH,0.2208564706194412,800602056.0304013,72365084.57583201,7.71956942
Kaia,KAIA,0.13422280190598257,797936428.0910246,23461109.16265589,1.98114993
Bitcoin SV,BSV,40.21901117817448,797346923.9837064,52418439.92666589,1.32087767
Ronin,RON,1.2652161916306959,783661876.0587108,12860199.59153879,2.71773202
SPX6900,SPX,0.8142449470255876,758056419.3052353,34788513.76423474,9.77834995
PancakeSwap,CAKE,2.4958467677433895,741599261.8720087,412521839.4690838,-6.63154329
dogwifhat,WIF,0.7409122588636228,740053812.7568618,816719158.4158118,25.39743094
Onyxcoin,XCN,0.022679093781466233,739172547.8663008,139886197.81250772,-1.68511954
Axie Infinity,AXS,4.575797349428921,725837462.1605008,36192304.70438826,3.85419477
Tether Gold,XAUt,2883.4722562336224,710845114.4957376,4372446.00959193,-1.48749831
Official Melania Meme,MELANIA,1.4504814474844479,706839132.5837913,118623290.80588855,3.7322669
Helium,HNT,3.8805805075998125,688393989.8929098,6413013.31642517,-1.13321921
Pudgy Penguins,PENGU,0.010899841278645185,685168340.0942044,165571460.6735329,5.32789068
Curve DAO Token,CRV,0.5316554906541698,682274221.6511403,124736237.73885268,0.21552718
FTX Token,FTT,2.046400190070029,673051002.9564486,21780241.95566824,3.03323014
Aerodrome Finance,AERO,0.8620692394853903,665005911.6401936,30090994.50348829,6.58743764
Decentraland,MANA,0.341435340082905,663154559.3154242,47968420.54993753,2.99058288
MultiversX,EGLD,23.437024006705506,653367474.1701216,20902103.10392034,1.19803379
PayPal USD,PYUSD,0.9996295244125675,628432083.3756068,33721417.78456899,-0.0369633
Berachain,BERA,5.802161305887511,623616297.1567897,216358328.71956682,2.94279218
Arweave,AR,9.49743892429361,623530286.0642627,38315063.417943,4.74201226
Polygon,MATIC,0.32558485188696273,623098988.3687109,6332500.43658376,2.4799538
Starknet,STRK,0.23990864372646709,619462388.9629838,44821201.07779963,2.26690785
Pendle,PENDLE,3.705204567851796,611186094.0996497,70585844.69992265,8.40454604
PAX Gold,PAXG,2913.5459669743077,599942462.3369066,31584228.54621767,-0.92740455
Conflux,CFX,0.12159704461291833,598560994.9958326,35671382.2457224,2.6368114
dYdX,DYDX,0.8120763577594619,595033816.5754735,24205150.54082068,3.50862367
Chiliz,CHZ,0.06232383227800677,586261850.4869536,90072907.42282881,1.93195691
ApeCoin,APE,0.750917380180776,565179103.8328921,63819650.36688376,2.22174761
Beam,BEAM,0.011336723100532919,560782392.1424233,46918559.06259645,-1.62248533
Core,CORE,0.5591781450001502,556276342.3055453,43481341.92408207,4.11916939
Zcash,ZEC,33.152320905798526,541320005.4361217,68070912.99204667,2.31827286
eCash,XEC,2.690229856499186e-05,533342818.5867524,23681392.13667015,1.49434402
Wormhole,W,0.1851433071220285,529992929.842505,31506532.83833717,2.48196519
Kava,KAVA,0.48858989636292427,529071429.8269179,15080173.767377,1.46342653
AIOZ Network,AIOZ,0.4567060000644833,528398099.4472756,27344736.22107083,4.16369391
Compound,COMP,58.89825384783264,522419723.0850366,74212086.5925913,4.50477699
ai16z,AI16Z,0.4675882563796578,514346699.8453967,150762580.017906,2.52090012
Fartcoin,FARTCOIN,0.5024995054900523,502498629.1309147,135608573.3672948,6.51780751
Reserve Rights,RSR,0.00899485916863744,498153721.39419687,25132211.17043643,2.69275117
TrueUSD,TUSD,0.9986071989833936,494825927.69585276,60104434.07578969,0.04454908
Amp,AMP,0.005848431536148189,492622543.1581674,20416090.65985604,1.18154096
DeepBook Protocol,DEEP,0.17135339345953643,492126946.0157886,33179607.79409886,-0.85942066
Morpho,MORPHO,2.185494431125809,490033128.8398204,48003033.48552454,7.57922391
THORChain,RUNE,1.372446194875774,483117505.24657947,166499450.59439448,-5.05979218
Akash Network,AKT,1.937033971645226,480938018.93556106,8157240.5521596,1.38121218
Story,IP,1.872077121195081,468019280.29877025,208172269.52064317,1.24012242
Brett (Based),BRETT,0.046702165635254686,462829501.6038193,30289940.13391981,8.38180844
Gnosis,GNO,176.55329290127915,456817782.6753025,3409817.08883763,1.81745884
Axelar,AXL,0.4954788390405505,453508579.6071158,9724235.9356527,4.9516249
Mina,MINA,0.36258428917863444,440409156.8728466,22451435.20630752,1.68423337
APENFT,NFT,4.380430789748219e-07,438038698.54403216,20992980.34282894,-1.33753773
Terra Classic,LUNC,7.951395197493604e-05,436565250.62299544,19939558.99821061,2.25473785
Grass,GRASS,1.7875072920121111,435982128.72137755,26276367.72292558,11.82568216
Trust Wallet Token,TWT,1.000192910904845,416730276.3092126,22789777.81741602,3.80587074
ZKsync,ZK,0.1131759859276782,415921748.2842174,37727584.15299914,4.97692464
EigenLayer,EIGEN,1.760214160149135,413611182.09152204,89321357.85859974,3.7478361
SuperVerse,SUPER,0.7748493847097458,389641485.6275162,24198567.46181426,8.69654477
BinaryX,BNX,1.0405629984137925,389152108.96466535,465564854.4382657,14.11661623
1inch Network,1INCH,0.27332098368814867,382524421.4721506,25078548.60161655,-0.84084917
Qtum,QTUM,3.378577355475641,356517503.410226,103162739.93941668,1.95692607
Synthetix,SNX,1.0231101185564913,347311321.5109704,65610571.11801641,-2.00605026
LayerZero,ZRO,3.1491240282205006,346403643.1042551,41682577.07888579,6.34322649
Creditcoin,CTC,0.8174777207370353,345044903.09471524,10234785.03553887,0.23714581
Theta Fuel,TFUEL,0.050197927768229546,343557677.7114398,4836902.3849284,0.73623013
Dash,DASH,28.161701092612205,342003823.09535533,69015419.87902856,1.3946992
SafePal,SFP,0.6810900495058889,340545024.75294447,10685484.08123929,0.90792261
Mog Coin,MOG,8.684330906986056e-07,339181764.10690767,22797625.88410228,5.62121751
Kusama,KSM,20.962005942479042,337708500.47897977,10869305.01746925,1.84101799
Popcat (SOL),POPCAT,0.3434393982235976,336561400.79428655,153337819.06127325,10.98701262
VeThor Token,VTHO,0.0038661698814754716,333368011.65302294,17260071.86238176,1.4830917
Safe,SAFE,0.6270714551367863,330729455.6061482,14273616.58795891,0.09357319
MX Token,MX,3.4818444337087575,330616219.2944222,33144771.20486793,0.53923438
JUST,JST,0.0332577106358706,329251335.295119,34254022.68692123,-0.57350922
Notcoin,NOT,0.003150694497681514,322810570.91347164,124677261.63918369,-2.57904778
WEMIX,WEMIX,0.769537760958495,321006829.0010321,1625350.98821555,1.92732726
Oasis,ROSE,0.04539712276835283,320691298.57129043,20494130.45317494,3.80359732
Blur,BLUR,0.14384683335550746,317218754.2598592,28611478.33680955,1.80181233
Livepeer,LPT,8.220466585349737,313203896.36335886,24547882.14987131,4.54739902
Astar,ASTR,0.04074614072902325,309594242.24888813,15766104.21618899,0.05334592
Toshi,TOSHI,0.0007534223627349929,307448536.1656146,64654416.31697255,-5.60893539
Holo,HOT,0.0017307392574026392,302823304.1187388,13499857.17107559,1.89801764
Nervos Network,CKB,0.006507346762496875,299033719.38083315,10453877.84035031,2.39685671
Zilliqa,ZIL,0.015302364721997098,298870135.8441391,18307044.89928047,1.58978928
Gigachad,GIGA,0.03147932461741614,292833643.54726297,14835500.90750667,0.26323825
cat in a dogs world,MEW,0.0032256797556739045,286727089.3903687,25677284.69532613,4.4795843
Basic Attention Token,BAT,0.19111045322301468,285837857.5685342,18774471.50038762,2.26728351
Baby Doge Coin,BabyDoge,1.699106628208542e-09,278164577.8373144,53474416.20279323,2.29588129
0x Protocol,ZRX,0.3278247869585213,278125422.4881635,30709726.910745,0.93730358
Moca Network,MOCA,0.14619834289219713,274494897.88225305,32662752.49352948,2.07903262
ether.fi,ETHFI,1.1824115327667704,273924806.73324925,109404465.29454945,1.26990947
SATS (Ordinals),SATS,1.2944239853613892e-07,271829036.9258917,37009285.57435127,3.12455436
ORDI,ORDI,12.808044748110115,268968939.7103124,68813415.58088942,7.40772988
Golem,GLM,0.26676009963408703,266760099.63408703,12244015.39689326,0.12012956
Turbo,TURBO,0.0038266309582414763,264037536.11866188,69288379.27285856,10.22786084
SPACE ID,ID,0.29948889776007426,263438533.30077732,14977769.23056869,2.186353
Gas,GAS,4.028489973901362,261820953.81397867,8186775.72965106,0.53229462
Aethir,ATH,0.03894707251013538,260853725.28484905,20131762.33476579,2.04742436
Celo,CELO,0.4578550954008216,257501993.9242456,22949049.34950154,1.03192397
SushiSwap,SUSHI,0.9509196445022444,251075985.2274909,39319512.1761268,1.2664735
Echelon Prime,PRIME,6.950763595063791,248655511.67840046,7655452.09404128,0.85390757
WOO,WOO,0.13282322319287876,247516391.24617043,16873918.87976366,4.5067552
OriginTrail,TRAC,0.4795907980713035,239793016.7172806,2045758.27965654,0.54153215
UXLINK,UXLINK,0.7066616336598062,238992964.50374645,63313370.68989011,-0.03907647
Drift,DRIFT,0.8334234190733308,238577286.29489857,41541867.41979092,6.11648428
Horizen,ZEN,15.040806046374065,238615525.55796587,59096334.47641907,2.4455875
Ankr,ANKR,0.02375934732530933,237593473.2530933,11707876.72365545,1.92211465
Convex Finance,CVX,2.4127693091498426,237117195.12788793,12178818.51302126,2.15011598
Siacoin,SC,0.00418884271111847,234682579.1812674,17936764.06075552,2.73375242
Polyhedra Network,ZKJ,2.0792775336647287,233924957.85395718,5386838.06065661,1.07853278
Mask Network,MASK,2.3244628903863847,232446289.03863847,33165207.93422887,1.41757786
Enjin Coin,ENJ,0.12837571462513003,231818221.1972729,24340160.31513344,2.09762792
Harmony,ONE,0.016036997912194588,231309514.0135052,12264052.90322338,-0.79613534
Fasttoken,FTN,3.939033604166561,1718448759.911547,51153247.99622471,-0.06988259
Usual USD,USD0,0.9974072670836147,1136126707.6731553,5275342.31492524,-0.02651552
Zeebu,ZBU,3.8647802652710697,1000865392.1764454,49776060.12498333,0.33131146
Telcoin,TEL,0.009833918788997191,903442943.3354446,17606730.57195853,14.61745544
Meta Games Coin,MGC,0.7598896643726597,835878402.8430264,538854.50841562,2.34473236
Ultima,ULTIMA,22285.475269712133,833677344.3646612,16764828.24006856,8.24101706
Solana Swap,SOS,0.8246475097873089,824647509.177154,3636763.7379132,9.53030288
Fellaz,FLZ,1.6120078698869469,760666116.8824309,1631900.44313974,0.33297916
Frax,FRAX,0.996346120401589,632115294.7696697,11014143.12734633,-0.01408955
insurance,INSURANCE,29.200835052975375,546055615.4906396,52490.71866437,3.20649562
Beldex,BDX,0.07513625539639751,519463786.66995734,4238948.18572726,-0.05131213
Newton,NEW,0.011103749978842229,493228768.01992124,22908953.01507646,2.8491671
Cheelee,CHEEL,8.305668470235092,471795836.2385343,4568650.51400189,0.45226813
Chintai,CHEX,0.45736868313434575,456720882.59152615,2771566.54514612,3.62808719
Ondo US Dollar Yield,USDY,1.0774554856653686,378520968.46702343,3363328.87746489,0.02101862
Snek,SNEK,0.004958745316485378,369019266.0757548,3876850.63334703,3.522084
AI Rig Complex,ARC,0.31638577302501003,316385241.1805256,61273734.85590995,-10.49486275
Dog (Bitcoin),DOG,0.002917676626054472,291767662.6054472,12690655.28133256,2.06950588
MimbleWimbleCoin,MWC,26.409039808026368,289829480.3452094,70702.96819804,-2.5395869
Tribe,TRIBE,0.5257870466959641,286744242.3921735,66017.41462077,4.87735264
Freysa,FAI,0.034661051154338395,283863610.63868517,1686943.031418,8.95988665
SwissBorg,BORG,0.2834234477626993,278735583.8158478,1638700.45740415,5.95068234
Elixir deUSD,DEUSD,1.0000263144527848,260668341.3542659,9437126.38873722,-0.0200381
Metars Genesis,MRS,2.9213007969940126,246076657.78893214,54386.43490333,0.97479828
Metaplex,MPLX,0.3248779456596629,245547022.17504686,2212522.79896332,7.67687036
AI Companions,AIC,0.3207222807786351,240541614.3672921,15359558.26406503,-7.52611807
Staika,STIK,5.041942549072714,236421250.9319276,4358211.82345025,-0.20611185
Decred,DCR,13.85049489935866,230267369.96337527,1908596.12692806,2.39049459
XYO,XYO,0.01699692921217939,229063326.53132597,3173773.85691747,-3.80127129
EthereumPoW,ETHW,2.1081518044352827,227298817.399516,9161190.354488,-2.18953038
Destra Network,DSYNC,0.23401689310472162,227285576.2666232,3348738.68187675,4.40894086
Osmosis,OSMO,0.318928162419834,226623587.4250177,6919630.43620189,2.28953067
Alchemy Pay,ACH,0.02602776452571032,226389415.01323524,42390962.03831951,-0.42589693
ZetaChain,ZETA,0.327613792670914,223763633.14711252,14355765.5426175,3.09490623
Ravencoin,RVN,0.015059528462692073,223294460.97895485,7897290.82908202,2.03852805
Magic Eden,ME,1.7102372613810188,222837374.81251088,188739897.8741455,-10.21809796
Aragon,ANT,5.140349456589458,222023440.95027608,538.52140186,26.94667187
GMT,GMT,0.07456256634636935,220517952.19751215,68670509.1108115,6.58562672
aelf,ELF,0.29576062695451805,218540010.19827822,9043306.175526,-0.19860641
Threshold,T,0.021585288134944605,218204106.8407081,9919237.98064069,1.67205744
SKALE,SKL,0.037749278965989334,218034273.7440336,32321310.83486138,1.56385218
Nano,XNO,1.6152741372718133,215232527.97961336,7945948.91846783,0.95038986
B3 (Base),B3,0.010103714287022074,215135056.22983375,156406634.84676018,-18.11068798
aixbt,AIXBT,0.2476158529927144,211594580.42732015,102514443.10360162,5.68243014
io.net,IO,1.4917255618248262,210747250.33356845,86307129.46455905,2.48967598
yearn.finance,YFI,6159.549049141044,207927083.28709632,24443614.90212576,1.91658046
GMX,GMX,20.643173922537503,205788590.05891922,24766977.90410791,4.62760881
Polymath,POLY,0.22108341797000394,204501810.76286933,142779.72701213,-1.27452539
NEM,XEM,0.022658215769891913,203923941.906369,50912830.34939296,2.80447448
SwftCoin,SWFTC,0.0203406462729173,203406462.729173,20229924.3870007,-2.73398478
Bio Protocol,BIO,0.15245659327077227,201411586.21798673,49940832.01189223,-4.67135815
Loopring,LRC,0.14694858542728087,200853127.16819635,43320611.57231807,12.51077574
Clearpool,CPOOL,0.2701259974807172,198678596.68873,6682807.57393785,10.04323445
Bazaars,BZR,16.976220843516014,198152325.8346017,590098.4870351,2.38921393
Qubic,QUBIC,1.7212852678940502e-06,196161898.33337465,2616561.28637937,-1.61126102
IoTeX,IOTX,0.020739790693999664,195812018.10698497,13400167.74726865,1.32067612
Waves,WAVES,1.6709934438379983,195477745.83281526,75351727.38859367,-3.23372369
GoМining,GOMINING,0.47378567747911604,195142629.6114149,14602221.62151939,-0.42211264
Vana,VANA,6.462400390581411,194414853.35025117,16345150.63686097,1.65604074
Terra,LUNA,0.2717200630469572,192917016.50484774,30881095.22406824,2.00427013
Act I : The AI Prophecy,ACT,0.20005053564572065,189697117.46928257,60967214.079773,4.29304052
Memecoin,MEME,0.004835290532318738,186703142.28203285,55024651.82134674,5.70005947
Peanut the Squirrel,PNUT,0.1858399291021444,185812709.90822527,300191415.32138157,25.36413819
Sun [New],SUN,0.018941506763461208,185880262.202566,45334187.36354198,-1.0218561
Ontology,ONT,0.2024492787460404,184775022.86270672,32236585.72771894,1.19380498
Chia,XCH,13.20589681601161,184321423.66255337,7414591.26037717,3.12484633
Cheems (cheems.pet),CHEEMS,9.701698234693644e-07,181902024.78943023,28041696.66179539,-5.03177103
GoldPro Token,GPRO,39.17398215743148,181246380.7697347,160778.19794983,12.82489961
Avail,AVAIL,0.08993368375660578,177277599.7433439,1400243.77888723,1.24317808
Polymesh,POLYX,0.1883558203686651,175478297.64467138,4562614.18409468,1.79825542
Kadena,KDA,0.5725273217635072,175086944.78183284,13611466.89525198,-0.39211158
Gravity,G,0.019952455925510308,174946724.99694097,8617803.93863918,2.14434568
dYdX (ethDYDX),ETHDYDX,0.8122102382207708,174677578.1954578,15700766.15947654,3.61577185
UPCX,UPC,2.642935219732299,172571355.88474333,740621.75030282,0.23237248
Biconomy,BICO,0.18444977771348212,171315768.18097332,10835305.09488409,2.35663035
Rocket Pool,RPL,8.08182187938653,170897414.74918792,18295354.51459367,-2.13140994
Flux,FLUX,0.4487280099341509,170387212.4430458,11485329.13879458,3.99333753
Sologenic,SOLO,0.42472109191634894,169866223.42871127,1591359.09039145,4.44026363
Rollbit Coin,RLB,0.0758682977302985,169617724.40283313,623249.57282778,0.0473046
Solayer,LAYER,0.8038446355165775,168807373.45848128,289534834.6421683,-3.57603061
STP,STPT,0.08572733899810056,166518522.0798478,104679026.67352216,-1.86804239
BOOK OF MEME,BOME,0.002403753829041921,165746517.08044586,81417705.33906268,9.81692436
Casper,CSPR,0.012902400833915978,165711679.7363769,6293801.40889328,3.75338279
Venice Token,VVV,6.116854485996956,163847951.6910556,63180801.42813208,15.25856303
Arkham,ARKM,0.7189597497464031,161837839.66791534,86236075.17047179,4.4710901
Hive,HIVE,0.322465437408762,161474323.65836585,8308349.73634731,2.98501341
Frax Share,FXS,1.8407704537214513,161200843.80324924,13211538.9846178,2.99545017
Manta Network,MANTA,0.42136969325979806,159299849.3152189,47120994.48150913,2.47587486
USDD,USDD,1.0001897451948354,158296247.25418052,7148449.96030242,0.01489019
Neiro (First Neiro On Ethereum),NEIRO,0.0003763106871529414,158308003.56005085,96808591.47056073,11.5260598
Band Protocol,BAND,1.002762277436482,157477497.29088512,8699549.54729505,0.96906945
Animecoin,ANIME,0.028251817261955064,156475646.62752548,57975233.43971356,5.3806503
Usual,USUAL,0.2630991982901961,155893065.40939483,41139357.34796201,6.17274815
Solar,SXP,0.24573041367174656,155678995.29566786,5860050.66199105,1.35595526
DigiByte,DGB,0.008778164184715128,153909733.06694913,3169059.38393615,1.99879092
Aevo,AEVO,0.17039580171283972,153764437.43282315,34618894.67064843,3.07484846
COTI,COTI,0.08550218340650102,153246335.5273111,23173593.84243477,6.96529663
PAAL AI,PAAL,0.17342382843807275,150647960.97499806,3498283.55726431,7.32400268
Solana Name Service,FIDA,0.15179425043606368,150414714.3239866,19848190.2623544,3.21347068
Orbler,ORBR,0.14799437354896805,150301124.85088244,80769.70476402,-4.2613475
Constellation,DAG,0.052219162629810585,150049065.02599767,1884254.90489343,2.66302404
Across Protocol,ACX,0.347658582003753,149915599.25327253,9049760.83975262,2.9032911
UMA,UMA,1.7612421019876556,149448374.5601577,21179456.40110981,-0.01201822
CoW Protocol,COW,0.36002166893774895,148332448.65728083,23795744.62201781,3.13037785
Metis,METIS,23.681092578790306,147185907.96103674,10263258.80322712,2.00312651
GRIFFAIN,GRIFFAIN,0.1468837702312431,146866308.688638,34062160.54616161,-2.44898928
Velo,VELO,0.019772748412608142,146130014.58945546,15496358.45252552,0.27212982
Spell Token,SPELL,0.0009205847094135206,145015256.53742594,35324754.60365554,0.82934021
Aleo,ALEO,0.441255620350582,143520415.84496135,10985102.26023389,-0.57645685
peaq,PEAQ,0.2070437074865112,142917425.70043704,8725049.35889178,1.98785925
Phala Network,PHA,0.18168979787906758,141674892.94813886,46157587.68181247,7.89668921
ZIGChain,ZIG,0.0988260859024239,141648292.61056888,17720932.36988486,4.10056446
WAX,WAXP,0.03261098154546713,141230764.6961319,8312638.1537447,0.03903354
Storj,STORJ,0.35095055411926995,140857967.9101281,15956088.88270565,0.63347214
ICON,ICX,0.13426106303399551,140789364.89886582,4532609.35783686,1.12437436
Ozone Chain,OZO,0.20245899693236605,140720804.2029256,252443.27730972,0.33953834
TARS AI,TAI,0.2027539190812918,140241884.05675754,5943198.07041109,1.79320367
ssv.network,SSV,12.273345941674766,140272525.74918208,18623144.11767972,2.94708248
Bitkub Coin,KUB,1.9737849117631772,136141372.1610449,578447.87240273,-0.17741069
Hivemapper,HONEY,0.04147357894355433,135869874.8831242,6441581.50818257,2.12441551
Audius,AUDIO,0.10341786689819754,134281970.4869206,10377283.85838694,2.30117477
Radix,XRD,0.012482559465658728,133168737.89858665,1700619.50259202,9.2120926
World Mobile Token,WMTX,0.27023934603838634,132914183.50753412,18461722.99822351,-1.72027324
Altlayer,ALT,0.05205438124168184,132798845.58796713,19562573.72125154,3.24289049
LCX,LCX,0.17196338482090148,132684325.45815244,582975.10397648,3.18997578
STASIS EURO,EURS,1.0601278271491612,131589363.06504716,17062.96050127,0.60079632
Venus,XVS,7.885252630656805,130378818.49476898,18781584.07456952,-3.14189329
IAGON,IAG,0.3443661945581507,129488725.93268427,769176.29034144,0.621658
Lisk,LSK,0.7689422200578736,128334986.19757548,15398547.29366363,2.50850113
Open Campus,EDU,0.31148905713743497,127933534.91892289,7853470.17579794,-0.74402805
Moonbeam,GLMR,0.1346880136789533,127868486.12972014,4504778.67033413,0.87502896
Status,SNT,0.0319491300174083,127697835.7116884,9111520.92348126,2.05232106
MyShell,SHELL,0.47113013034293344,127205135.19259202,100903103.4191665,14.74141268
Balancer,BAL,2.0363240406185805,126319149.74861643,10092048.94456281,1.9005649
Scroll,SCR,0.6628170864905113,125935246.43319714,13885930.83124632,6.6047294
